"ID"|"Apellido"|"Cal_Crediticia"|"Genero"|"Edad"|"Tiempo_Cliente"|"Saldo"|"Tarjeta"|"Miembro_Activo"|"Salario"|"Fuera_Del_Banco"|"RangoSaldo"
"15759021"|"Kay"|"685,00"|"Masculino"|"31-40"|"9"|",00"|"Sí"|"No"|"167033.83"|"No"|"0 - 50179.62"
"15725039"|"McIntyre"|"702,00"|"Masculino"|"31-40"|"8"|"71667,74"|"Sí"|"Sí"|"126082.18"|"No"|"50179.62 - 100359.24"
"15579130"|"Chidiegwu"|"708,00"|"Femenino"|"41-50"|"0"|"118994,84"|"Sí"|"No"|"181499.77"|"Sí"|"100359.24 - 150538.86"
"15754112"|"Musgrove"|"653,00"|"Masculino"|"51-60"|"7"|",00"|"Sí"|"Sí"|"41967.03"|"No"|"0 - 50179.62"
"15735522"|"Boulger"|"654,00"|"Masculino"|"31-40"|"2"|"145610,07"|"No"|"No"|"186300.59"|"No"|"100359.24 - 150538.86"
"15613326"|"Gow"|"596,00"|"Femenino"|"31-40"|"1"|"138162,81"|"Sí"|"No"|"85412.54"|"No"|"100359.24 - 150538.86"
"15739502"|"Amaechi"|"549,00"|"Femenino"|"31-40"|"9"|"135020,21"|"Sí"|"Sí"|"23343.18"|"No"|"100359.24 - 150538.86"
"15670914"|"Robe"|"754,00"|"Masculino"|"31-40"|"2"|",00"|"Sí"|"No"|"180698.32"|"No"|"0 - 50179.62"
"15604073"|"Bibi"|"815,00"|"Femenino"|"21-30"|"8"|"135161,67"|"Sí"|"Sí"|"136071.05"|"No"|"100359.24 - 150538.86"
"15806027"|"Niu"|"556,00"|"Femenino"|"51-60"|"9"|",00"|"Sí"|"No"|"175149.2"|"Sí"|"0 - 50179.62"
"15574886"|"Palerma"|"706,00"|"Masculino"|"31-40"|"6"|"94486,47"|"Sí"|"Sí"|"146949.74"|"No"|"50179.62 - 100359.24"
"15707120"|"Cocci"|"850,00"|"Masculino"|"41-50"|"9"|"117640,39"|"Sí"|"No"|"88920.68"|"No"|"100359.24 - 150538.86"
"15800845"|"Artemieva"|"732,00"|"Femenino"|"31-40"|"8"|"111379,55"|"Sí"|"Sí"|"45098.62"|"No"|"100359.24 - 150538.86"
"15603914"|"Arcuri"|"614,00"|"Masculino"|"31-40"|"6"|",00"|"Sí"|"Sí"|"20339.79"|"Sí"|"0 - 50179.62"
"15722765"|"Owen"|"580,00"|"Femenino"|"51-60"|"0"|"136820,99"|"No"|"Sí"|"108528.74"|"No"|"100359.24 - 150538.86"
"15783305"|"Franklin"|"593,00"|"Femenino"|"41-50"|"7"|"98752,51"|"Sí"|"No"|"145560.38"|"No"|"50179.62 - 100359.24"
"15574842"|"Lorenzo"|"653,00"|"Femenino"|"21-30"|"2"|"158266,42"|"Sí"|"Sí"|"199357.24"|"No"|"150538.86 - 200718.48"
"15607837"|"Muriel"|"746,00"|"Femenino"|"21-30"|"4"|"105599,67"|"Sí"|"Sí"|"43106.17"|"No"|"100359.24 - 150538.86"
"15714877"|"MacDevitt"|"662,00"|"Femenino"|"21-30"|"10"|",00"|"Sí"|"No"|"137508.31"|"No"|"0 - 50179.62"
"15782941"|"Chijindum"|"573,00"|"Masculino"|"31-40"|"2"|",00"|"Sí"|"Sí"|"91957.39"|"No"|"0 - 50179.62"
"15630167"|"Gibson"|"684,00"|"Femenino"|"31-40"|"4"|"139723,90"|"Sí"|"Sí"|"120612.11"|"No"|"100359.24 - 150538.86"
"15759038"|"Whitehead"|"793,00"|"Femenino"|"41-50"|"3"|"141806,46"|"Sí"|"No"|"102921.17"|"No"|"100359.24 - 150538.86"
"15661821"|"Johnstone"|"798,00"|"Femenino"|"41-50"|"5"|"132571,67"|"Sí"|"Sí"|"31686.33"|"Sí"|"100359.24 - 150538.86"
"15728006"|"Endrizzi"|"524,00"|"Masculino"|"31-40"|"2"|"180516,90"|"Sí"|"No"|"180002.42"|"No"|"150538.86 - 200718.48"
"15712176"|"Burke"|"816,00"|"Masculino"|"31-40"|"8"|",00"|"Sí"|"Sí"|"28407.4"|"No"|"0 - 50179.62"
"15689351"|"Johnson"|"742,00"|"Femenino"|"41-50"|"4"|"92805,72"|"No"|"Sí"|"73743.95"|"Sí"|"50179.62 - 100359.24"
"15782247"|"Yeh"|"540,00"|"Masculino"|"21-30"|"4"|",00"|"Sí"|"Sí"|"186233.26"|"Sí"|"0 - 50179.62"
"15769064"|"Marshall"|"537,00"|"Masculino"|"31-40"|"3"|"135309,36"|"Sí"|"No"|"31728.86"|"Sí"|"100359.24 - 150538.86"
"15718153"|"Kao"|"759,00"|"Femenino"|"71+"|"6"|"128917,84"|"Sí"|"Sí"|"48244.64"|"No"|"100359.24 - 150538.86"
"15613189"|"Browne"|"774,00"|"Femenino"|"51-60"|"2"|"56580,93"|"Sí"|"No"|"113266.28"|"Sí"|"50179.62 - 100359.24"
"15661734"|"Taylor"|"608,00"|"Masculino"|"41-50"|"8"|"131390,75"|"Sí"|"No"|"71178.09"|"No"|"100359.24 - 150538.86"
"15592645"|"Gibbons"|"704,00"|"Masculino"|"31-40"|"4"|",00"|"No"|"No"|"25684.93"|"No"|"0 - 50179.62"
"15768387"|"Nott"|"581,00"|"Masculino"|"41-50"|"8"|",00"|"No"|"No"|"29737.14"|"No"|"0 - 50179.62"
"15792525"|"Lei"|"628,00"|"Femenino"|"61-70"|"1"|"97361,66"|"Sí"|"Sí"|"149922.38"|"Sí"|"50179.62 - 100359.24"
"15586976"|"Alexeeva"|"566,00"|"Femenino"|"41-50"|"6"|",00"|"Sí"|"No"|"180702.12"|"Sí"|"0 - 50179.62"
"15790659"|"Sheets"|"701,00"|"Masculino"|"51-60"|"7"|",00"|"No"|"Sí"|"27597.59"|"No"|"0 - 50179.62"
"15691446"|"Tokaryev"|"735,00"|"Masculino"|"21-30"|"10"|",00"|"Sí"|"Sí"|"95025.27"|"No"|"0 - 50179.62"
"15772632"|"Ts'ui"|"680,00"|"Femenino"|"31-40"|"1"|",00"|"Sí"|"No"|"167035.07"|"No"|"0 - 50179.62"
"15706587"|"Johnston"|"560,00"|"Masculino"|"51-60"|"0"|",00"|"No"|"Sí"|"116781.71"|"No"|"0 - 50179.62"
"15572461"|"Kung"|"663,00"|"Femenino"|"21-30"|"4"|"102714,65"|"No"|"No"|"21170.81"|"No"|"100359.24 - 150538.86"
"15654409"|"Unwin"|"665,00"|"Femenino"|"31-40"|"5"|"67816,72"|"Sí"|"Sí"|"29641.58"|"No"|"50179.62 - 100359.24"
"15568025"|"Hsueh"|"758,00"|"Masculino"|"51-60"|"8"|"81710,46"|"Sí"|"Sí"|"116520.07"|"No"|"50179.62 - 100359.24"
"15715769"|"Hao"|"621,00"|"Masculino"|"21-30"|"2"|"75237,54"|"No"|"Sí"|"44220.4"|"No"|"50179.62 - 100359.24"
"15667458"|"L?"|"764,00"|"Masculino"|"21-30"|"10"|"124023,18"|"Sí"|"No"|"166188.28"|"No"|"100359.24 - 150538.86"
"15567980"|"Frater"|"537,00"|"Femenino"|"41-50"|"5"|"100727,50"|"No"|"Sí"|"140857.76"|"Sí"|"100359.24 - 150538.86"
"15679294"|"Brennan"|"589,00"|"Femenino"|"41-50"|"10"|"107238,85"|"Sí"|"No"|"37024.28"|"No"|"100359.24 - 150538.86"
"15606507"|"Pisani"|"555,00"|"Masculino"|"21-30"|"5"|",00"|"Sí"|"No"|"27513.47"|"No"|"0 - 50179.62"
"15578825"|"Golubev"|"734,00"|"Femenino"|"21-30"|"0"|"139994,66"|"Sí"|"No"|"17744.72"|"No"|"100359.24 - 150538.86"
"15619935"|"Vanmeter"|"783,00"|"Femenino"|"51-60"|"9"|"126224,87"|"Sí"|"Sí"|"4423.63"|"No"|"100359.24 - 150538.86"
"15636089"|"Hs?"|"678,00"|"Femenino"|"51-60"|"1"|"145751,03"|"No"|"No"|"109718.44"|"Sí"|"100359.24 - 150538.86"
"15727490"|"Scott"|"661,00"|"Masculino"|"41-50"|"5"|",00"|"No"|"Sí"|"107243.31"|"Sí"|"0 - 50179.62"
"15591766"|"Crawford"|"607,00"|"Femenino"|"21-30"|"4"|"121166,89"|"No"|"Sí"|"115288.24"|"No"|"100359.24 - 150538.86"
"15641629"|"P'eng"|"537,00"|"Femenino"|"31-40"|"1"|",00"|"No"|"Sí"|"41233.97"|"No"|"0 - 50179.62"
"15813303"|"Rearick"|"513,00"|"Masculino"|"71+"|"10"|",00"|"Sí"|"Sí"|"52952.24"|"No"|"0 - 50179.62"
"15756920"|"Genovesi"|"576,00"|"Masculino"|"61-70"|"9"|"70655,48"|"No"|"No"|"78955.8"|"Sí"|"50179.62 - 100359.24"
"15726403"|"Glenny"|"660,00"|"Masculino"|"41-50"|"1"|"129901,21"|"Sí"|"No"|"26025.6"|"Sí"|"100359.24 - 150538.86"
"15592765"|"Marks"|"637,00"|"Masculino"|"31-40"|"8"|"125470,81"|"Sí"|"Sí"|"174536.17"|"No"|"100359.24 - 150538.86"
"15704442"|"Fleming"|"672,00"|"Femenino"|"51-60"|"9"|"169406,33"|"Sí"|"Sí"|"147311.47"|"Sí"|"150538.86 - 200718.48"
"15641136"|"Davison"|"629,00"|"Masculino"|"31-40"|"2"|",00"|"No"|"Sí"|"77965.44"|"No"|"0 - 50179.62"
"15725818"|"Chibuzo"|"583,00"|"Masculino"|"31-40"|"4"|"107041,30"|"Sí"|"Sí"|"5635.63"|"No"|"100359.24 - 150538.86"
"15612071"|"Wilson"|"763,00"|"Femenino"|"31-40"|"10"|"95153,77"|"No"|"Sí"|"81310.1"|"No"|"50179.62 - 100359.24"
"15719809"|"Endrizzi"|"516,00"|"Masculino"|"31-40"|"3"|"145166,09"|"No"|"No"|"111421.45"|"No"|"100359.24 - 150538.86"
"15716518"|"Yuryeva"|"617,00"|"Femenino"|"21-30"|"4"|",00"|"No"|"No"|"190269.21"|"No"|"0 - 50179.62"
"15742210"|"Ugochukwu"|"700,00"|"Masculino"|"31-40"|"9"|"65962,63"|"Sí"|"Sí"|"100950.48"|"No"|"50179.62 - 100359.24"
"15630617"|"Lo Duca"|"727,00"|"Masculino"|"31-40"|"6"|"140418,81"|"Sí"|"Sí"|"113033.73"|"Sí"|"100359.24 - 150538.86"
"15720838"|"Gallo"|"689,00"|"Femenino"|"31-40"|"3"|"139799,63"|"No"|"Sí"|"120663.57"|"No"|"100359.24 - 150538.86"
"15595537"|"Trout"|"626,00"|"Masculino"|"41-50"|"9"|"171787,84"|"Sí"|"No"|"187192.23"|"No"|"150538.86 - 200718.48"
"15623196"|"Morley"|"686,00"|"Masculino"|"31-40"|"6"|"149238,97"|"Sí"|"Sí"|"97825.23"|"No"|"100359.24 - 150538.86"
"15679249"|"Chou"|"351,00"|"Femenino"|"51-60"|"4"|"163146,46"|"Sí"|"No"|"169621.69"|"Sí"|"150538.86 - 200718.48"
"15693199"|"Shao"|"739,00"|"Femenino"|"31-40"|"8"|",00"|"Sí"|"No"|"191557.1"|"Sí"|"0 - 50179.62"
"15661219"|"Trentino"|"627,00"|"Masculino"|"31-40"|"10"|",00"|"Sí"|"No"|"103287.62"|"No"|"0 - 50179.62"
"15617136"|"Mazzanti"|"451,00"|"Femenino"|"31-40"|"9"|"61482,47"|"Sí"|"Sí"|"167538.66"|"No"|"50179.62 - 100359.24"
"15760294"|"Endrizzi"|"512,00"|"Femenino"|"41-50"|"8"|"145150,28"|"Sí"|"No"|"64869.32"|"Sí"|"100359.24 - 150538.86"
"15652808"|"Monaldo"|"774,00"|"Femenino"|"41-50"|"5"|"126670,37"|"Sí"|"No"|"102426.06"|"No"|"100359.24 - 150538.86"
"15657139"|"Otutodilinna"|"652,00"|"Femenino"|"31-40"|"8"|"84390,80"|"No"|"Sí"|"107876.2"|"No"|"50179.62 - 100359.24"
"15803790"|"Allen"|"638,00"|"Masculino"|"31-40"|"2"|"89728,86"|"Sí"|"Sí"|"37294.88"|"No"|"50179.62 - 100359.24"
"15764105"|"Milne"|"475,00"|"Femenino"|"51-60"|"1"|",00"|"Sí"|"No"|"89248.99"|"No"|"0 - 50179.62"
"15672610"|"Somadina"|"567,00"|"Masculino"|"31-40"|"4"|"118628,80"|"No"|"No"|"91973.63"|"No"|"100359.24 - 150538.86"
"15766896"|"Chieloka"|"750,00"|"Masculino"|"31-40"|"3"|",00"|"Sí"|"No"|"16870.2"|"No"|"0 - 50179.62"
"15587735"|"Chukwuebuka"|"850,00"|"Masculino"|"31-40"|"6"|"96863,13"|"Sí"|"Sí"|"121681.19"|"No"|"50179.62 - 100359.24"
"15659501"|"Chioke"|"753,00"|"Femenino"|"31-40"|"6"|"142263,45"|"No"|"Sí"|"33730.43"|"No"|"100359.24 - 150538.86"
"15745001"|"Kovalev"|"683,00"|"Femenino"|"31-40"|"7"|",00"|"Sí"|"No"|"104786.59"|"No"|"0 - 50179.62"
"15651140"|"Doherty"|"710,00"|"Femenino"|"31-40"|"3"|",00"|"Sí"|"No"|"94790.34"|"No"|"0 - 50179.62"
"15571148"|"Baranov"|"645,00"|"Femenino"|"21-30"|"1"|",00"|"No"|"No"|"28726.07"|"No"|"0 - 50179.62"
"15776824"|"Rossi"|"714,00"|"Masculino"|"21-30"|"6"|"122724,37"|"Sí"|"Sí"|"67057.27"|"No"|"100359.24 - 150538.86"
"15633141"|"Robinson"|"696,00"|"Femenino"|"31-40"|"4"|"174902,26"|"Sí"|"No"|"69079.85"|"No"|"150538.86 - 200718.48"
"15764174"|"Bidencope"|"612,00"|"Femenino"|"21-30"|"4"|",00"|"Sí"|"Sí"|"179780.74"|"No"|"0 - 50179.62"
"15778155"|"T'ien"|"520,00"|"Femenino"|"31-40"|"3"|"108914,17"|"Sí"|"Sí"|"183572.39"|"Sí"|"100359.24 - 150538.86"
"15715920"|"De Bernales"|"782,00"|"Masculino"|"21-30"|"10"|"98052,66"|"Sí"|"Sí"|"142587.32"|"No"|"50179.62 - 100359.24"
"15671917"|"Wade"|"666,00"|"Masculino"|"41-50"|"5"|"123873,19"|"Sí"|"Sí"|"177844.06"|"No"|"100359.24 - 150538.86"
"15666548"|"Chung"|"466,00"|"Femenino"|"51-60"|"2"|"111920,13"|"Sí"|"No"|"197634.11"|"Sí"|"100359.24 - 150538.86"
"15625623"|"Stevenson"|"567,00"|"Femenino"|"41-50"|"4"|",00"|"No"|"Sí"|"121053.19"|"No"|"0 - 50179.62"
"15748123"|"Chienezie"|"613,00"|"Masculino"|"11-20"|"3"|",00"|"Sí"|"Sí"|"149613.77"|"No"|"0 - 50179.62"
"15648735"|"Cashin"|"718,00"|"Masculino"|"31-40"|"8"|",00"|"Sí"|"Sí"|"142.81"|"No"|"0 - 50179.62"
"15634974"|"Seppelt"|"614,00"|"Femenino"|"31-40"|"8"|"75150,34"|"No"|"Sí"|"131766.67"|"Sí"|"50179.62 - 100359.24"
"15713378"|"Brownless"|"711,00"|"Masculino"|"31-40"|"10"|",00"|"No"|"No"|"53311.78"|"No"|"0 - 50179.62"
"15753370"|"McDonald"|"691,00"|"Femenino"|"31-40"|"5"|"114753,76"|"Sí"|"No"|"107665.02"|"No"|"100359.24 - 150538.86"
"15782659"|"Mamelu"|"527,00"|"Masculino"|"31-40"|"0"|",00"|"Sí"|"No"|"109523.88"|"No"|"0 - 50179.62"
"15583364"|"McGregor"|"476,00"|"Femenino"|"31-40"|"6"|"111871,93"|"No"|"No"|"112132.86"|"No"|"100359.24 - 150538.86"
"15625942"|"McDonald"|"619,00"|"Femenino"|"41-50"|"0"|",00"|"No"|"No"|"113645.4"|"No"|"0 - 50179.62"
"15720284"|"Crawford"|"607,00"|"Femenino"|"31-40"|"4"|"135927,06"|"No"|"No"|"180890.4"|"No"|"100359.24 - 150538.86"
"15679642"|"Feng"|"695,00"|"Masculino"|"41-50"|"8"|",00"|"Sí"|"Sí"|"70974.13"|"No"|"0 - 50179.62"
"15628007"|"Genovese"|"653,00"|"Masculino"|"31-40"|"1"|",00"|"No"|"No"|"53379.52"|"No"|"0 - 50179.62"
"15661974"|"Pirozzi"|"677,00"|"Masculino"|"41-50"|"2"|"57037,74"|"Sí"|"Sí"|"158531.01"|"No"|"50179.62 - 100359.24"
"15689341"|"Gibbs"|"655,00"|"Femenino"|"41-50"|"10"|",00"|"Sí"|"No"|"179267.94"|"Sí"|"0 - 50179.62"
"15607993"|"Milne"|"625,00"|"Femenino"|"51-60"|"2"|"79468,96"|"Sí"|"Sí"|"84606.03"|"No"|"50179.62 - 100359.24"
"15693267"|"Dickson"|"679,00"|"Femenino"|"31-40"|"7"|"121063,85"|"Sí"|"No"|"56984.58"|"No"|"100359.24 - 150538.86"
"15769522"|"O'Connor"|"734,00"|"Masculino"|"51-60"|"1"|"118537,47"|"Sí"|"Sí"|"116912.45"|"No"|"100359.24 - 150538.86"
"15755825"|"McGuirk"|"666,00"|"Masculino"|"31-40"|"10"|",00"|"Sí"|"No"|"102999.33"|"No"|"0 - 50179.62"
"15598175"|"Toscani"|"592,00"|"Femenino"|"21-30"|"4"|"105082,07"|"Sí"|"No"|"132801.57"|"No"|"100359.24 - 150538.86"
"15744327"|"Ruth"|"564,00"|"Masculino"|"31-40"|"4"|",00"|"Sí"|"No"|"85455.62"|"Sí"|"0 - 50179.62"
"15798666"|"Hughes"|"814,00"|"Femenino"|"31-40"|"6"|",00"|"Sí"|"Sí"|"98657.01"|"No"|"0 - 50179.62"
"15577064"|"Onyekaozulu"|"592,00"|"Masculino"|"31-40"|"2"|"104702,65"|"Sí"|"No"|"107948.72"|"No"|"100359.24 - 150538.86"
"15759436"|"Aksenov"|"758,00"|"Femenino"|"41-50"|"2"|"95813,76"|"Sí"|"Sí"|"67944.09"|"Sí"|"50179.62 - 100359.24"
"15690231"|"K'ung"|"612,00"|"Femenino"|"61-70"|"0"|"167026,61"|"Sí"|"Sí"|"192892.05"|"No"|"150538.86 - 200718.48"
"15751561"|"Meng"|"498,00"|"Masculino"|"61-70"|"7"|"102453,26"|"Sí"|"No"|"187247.56"|"Sí"|"100359.24 - 150538.86"
"15739068"|"Nwoye"|"638,00"|"Masculino"|"21-30"|"4"|"148045,45"|"Sí"|"Sí"|"114722.42"|"No"|"100359.24 - 150538.86"
"15758056"|"Calabresi"|"558,00"|"Masculino"|"31-40"|"1"|",00"|"No"|"No"|"111687.57"|"No"|"0 - 50179.62"
"15742269"|"Milano"|"756,00"|"Femenino"|"21-30"|"1"|",00"|"Sí"|"No"|"184182.25"|"No"|"0 - 50179.62"
"15726490"|"Kirby"|"782,00"|"Masculino"|"51-60"|"4"|",00"|"Sí"|"Sí"|"52759.82"|"Sí"|"0 - 50179.62"
"15738411"|"Ho"|"505,00"|"Masculino"|"31-40"|"10"|"104498,79"|"No"|"Sí"|"126451.14"|"No"|"100359.24 - 150538.86"
"15727919"|"Chukwuemeka"|"671,00"|"Femenino"|"21-30"|"6"|",00"|"No"|"No"|"12048.67"|"No"|"0 - 50179.62"
"15709396"|"Hale"|"801,00"|"Masculino"|"41-50"|"6"|",00"|"Sí"|"Sí"|"95804.33"|"No"|"0 - 50179.62"
"15654106"|"K?"|"604,00"|"Masculino"|"21-30"|"8"|"149542,52"|"No"|"Sí"|"197911.52"|"No"|"100359.24 - 150538.86"
"15621653"|"Rice"|"716,00"|"Femenino"|"21-30"|"10"|"87946,39"|"Sí"|"Sí"|"182531.74"|"No"|"50179.62 - 100359.24"
"15598086"|"Brown"|"624,00"|"Femenino"|"41-50"|"3"|"68639,57"|"Sí"|"No"|"168002.31"|"Sí"|"50179.62 - 100359.24"
"15752300"|"Sagese"|"607,00"|"Masculino"|"41-50"|"4"|"148826,32"|"Sí"|"Sí"|"79450.61"|"No"|"100359.24 - 150538.86"
"15658693"|"Aksyonova"|"827,00"|"Femenino"|"51-60"|"2"|",00"|"No"|"Sí"|"60615.83"|"No"|"0 - 50179.62"
"15631838"|"Findlay"|"606,00"|"Masculino"|"61-70"|"5"|"108166,09"|"No"|"Sí"|"8643.21"|"No"|"100359.24 - 150538.86"
"15803804"|"Walker"|"717,00"|"Femenino"|"31-40"|"5"|"103214,71"|"Sí"|"No"|"172172.7"|"No"|"100359.24 - 150538.86"
"15578809"|"Hao"|"651,00"|"Masculino"|"31-40"|"1"|"134760,21"|"No"|"No"|"174434.06"|"Sí"|"100359.24 - 150538.86"
"15752026"|"Hammer"|"691,00"|"Masculino"|"51-60"|"3"|",00"|"No"|"Sí"|"194930.3"|"Sí"|"0 - 50179.62"
"15723706"|"Abbott"|"573,00"|"Femenino"|"31-40"|"0"|"90124,64"|"Sí"|"No"|"137476.71"|"No"|"50179.62 - 100359.24"
"15752838"|"Lucas"|"723,00"|"Masculino"|"31-40"|"6"|",00"|"Sí"|"Sí"|"94415.6"|"No"|"0 - 50179.62"
"15569571"|"Davydova"|"584,00"|"Femenino"|"41-50"|"6"|"87361,02"|"Sí"|"No"|"120376.87"|"Sí"|"50179.62 - 100359.24"
"15769703"|"West"|"550,00"|"Femenino"|"41-50"|"8"|"111257,59"|"No"|"No"|"97623.42"|"Sí"|"100359.24 - 150538.86"
"15679770"|"Smith"|"611,00"|"Femenino"|"61-70"|"3"|"131583,59"|"No"|"Sí"|"66238.23"|"Sí"|"100359.24 - 150538.86"
"15791102"|"Mai"|"549,00"|"Masculino"|"41-50"|"9"|"95020,80"|"Sí"|"Sí"|"131710.59"|"Sí"|"50179.62 - 100359.24"
"15655192"|"Fiorentino"|"850,00"|"Femenino"|"21-30"|"1"|",00"|"No"|"Sí"|"69052.87"|"No"|"0 - 50179.62"
"15709487"|"Freeman"|"668,00"|"Masculino"|"31-40"|"5"|"80242,37"|"No"|"No"|"56780.97"|"No"|"50179.62 - 100359.24"
"15687130"|"Nkemjika"|"686,00"|"Femenino"|"41-50"|"0"|",00"|"Sí"|"Sí"|"170072.9"|"No"|"0 - 50179.62"
"15755178"|"Ramos"|"660,00"|"Masculino"|"41-50"|"1"|",00"|"Sí"|"Sí"|"191849.15"|"Sí"|"0 - 50179.62"
"15634772"|"Mario"|"682,00"|"Femenino"|"51-60"|"0"|"122661,39"|"No"|"Sí"|"84803.76"|"No"|"100359.24 - 150538.86"
"15617197"|"Chien"|"524,00"|"Masculino"|"41-50"|"4"|",00"|"Sí"|"Sí"|"31840.59"|"Sí"|"0 - 50179.62"
"15631240"|"Dubinina"|"645,00"|"Femenino"|"31-40"|"8"|",00"|"Sí"|"Sí"|"12096.61"|"Sí"|"0 - 50179.62"
"15784301"|"Wang"|"850,00"|"Masculino"|"41-50"|"0"|",00"|"Sí"|"No"|"44165.84"|"No"|"0 - 50179.62"
"15631310"|"Hsieh"|"537,00"|"Femenino"|"51-60"|"3"|",00"|"Sí"|"Sí"|"91406.62"|"No"|"0 - 50179.62"
"15756560"|"Moran"|"599,00"|"Femenino"|"41-50"|"7"|"81742,84"|"Sí"|"No"|"83282.21"|"No"|"50179.62 - 100359.24"
"15732270"|"Hung"|"727,00"|"Masculino"|"71+"|"8"|",00"|"Sí"|"Sí"|"198446.91"|"Sí"|"0 - 50179.62"
"15739357"|"Moss"|"756,00"|"Masculino"|"21-30"|"2"|"145127,85"|"No"|"No"|"7554.68"|"No"|"100359.24 - 150538.86"
"15771540"|"Fedorova"|"755,00"|"Masculino"|"31-40"|"9"|"148912,44"|"Sí"|"No"|"80416.16"|"No"|"100359.24 - 150538.86"
"15567486"|"Li"|"634,00"|"Femenino"|"41-50"|"4"|",00"|"Sí"|"Sí"|"164549.74"|"No"|"0 - 50179.62"
"15714634"|"Nebechi"|"837,00"|"Masculino"|"21-30"|"4"|"89900,24"|"Sí"|"No"|"175477.03"|"No"|"50179.62 - 100359.24"
"15727021"|"Obialo"|"727,00"|"Femenino"|"21-30"|"8"|"119027,28"|"Sí"|"Sí"|"137903.54"|"No"|"100359.24 - 150538.86"
"15650670"|"Bateson"|"567,00"|"Femenino"|"31-40"|"2"|"105222,86"|"Sí"|"No"|"93795.86"|"No"|"100359.24 - 150538.86"
"15711834"|"Long"|"650,00"|"Femenino"|"21-30"|"6"|",00"|"No"|"No"|"67997.13"|"Sí"|"0 - 50179.62"
"15729763"|"Nelson"|"655,00"|"Masculino"|"31-40"|"1"|"116114,93"|"Sí"|"Sí"|"49492.15"|"No"|"100359.24 - 150538.86"
"15646566"|"Bell"|"763,00"|"Femenino"|"51-60"|"9"|"187911,55"|"No"|"Sí"|"35825.18"|"No"|"150538.86 - 200718.48"
"15645463"|"Udinese"|"843,00"|"Femenino"|"21-30"|"5"|",00"|"Sí"|"Sí"|"67494.23"|"No"|"0 - 50179.62"
"15672144"|"Mao"|"667,00"|"Femenino"|"31-40"|"6"|"144432,04"|"Sí"|"Sí"|"73963.17"|"Sí"|"100359.24 - 150538.86"
"15596088"|"Fanucci"|"705,00"|"Femenino"|"41-50"|"4"|"77065,90"|"No"|"Sí"|"145159.26"|"No"|"50179.62 - 100359.24"
"15614878"|"Yeh"|"660,00"|"Femenino"|"21-30"|"6"|"180520,29"|"Sí"|"Sí"|"123850.58"|"No"|"150538.86 - 200718.48"
"15635240"|"Onuoha"|"553,00"|"Masculino"|"41-50"|"1"|",00"|"No"|"No"|"23822.04"|"No"|"0 - 50179.62"
"15775905"|"Moore"|"612,00"|"Femenino"|"41-50"|"6"|"130024,87"|"Sí"|"Sí"|"45750.21"|"Sí"|"100359.24 - 150538.86"
"15700657"|"Thornton"|"641,00"|"Femenino"|"31-40"|"2"|"110086,69"|"Sí"|"No"|"159773.14"|"No"|"100359.24 - 150538.86"
"15611905"|"Warlow-Davies"|"513,00"|"Femenino"|"31-40"|"5"|"174853,46"|"Sí"|"No"|"84238.63"|"No"|"150538.86 - 200718.48"
"15652527"|"Champion"|"680,00"|"Masculino"|"41-50"|"7"|"108724,98"|"No"|"Sí"|"72330.46"|"No"|"100359.24 - 150538.86"
"15785865"|"Mazzanti"|"711,00"|"Masculino"|"51-60"|"9"|"91285,13"|"Sí"|"Sí"|"26767.85"|"No"|"50179.62 - 100359.24"
"15645942"|"Macleod"|"689,00"|"Masculino"|"31-40"|"2"|",00"|"Sí"|"Sí"|"164768.82"|"No"|"0 - 50179.62"
"15688691"|"Lei"|"665,00"|"Femenino"|"51-60"|"9"|"110610,41"|"No"|"Sí"|"1112.76"|"Sí"|"100359.24 - 150538.86"
"15592736"|"Lucchese"|"551,00"|"Masculino"|"51-60"|"5"|"102994,04"|"Sí"|"No"|"176680.16"|"Sí"|"100359.24 - 150538.86"
"15673529"|"Lombardo"|"645,00"|"Masculino"|"31-40"|"4"|"59893,85"|"Sí"|"No"|"43999.64"|"No"|"50179.62 - 100359.24"
"15724145"|"William"|"616,00"|"Masculino"|"21-30"|"8"|"149318,55"|"Sí"|"No"|"140746.13"|"No"|"100359.24 - 150538.86"
"15704629"|"Wright"|"582,00"|"Femenino"|"31-40"|"1"|"116409,55"|"No"|"Sí"|"152790.92"|"No"|"100359.24 - 150538.86"
"15597896"|"Ozoemena"|"365,00"|"Masculino"|"21-30"|"0"|"127760,07"|"Sí"|"No"|"81537.85"|"Sí"|"100359.24 - 150538.86"
"15731790"|"Boyle"|"697,00"|"Femenino"|"31-40"|"6"|"132591,36"|"Sí"|"Sí"|"7387.8"|"Sí"|"100359.24 - 150538.86"
"15634719"|"Chinwendu"|"704,00"|"Masculino"|"31-40"|"0"|",00"|"Sí"|"No"|"183038.33"|"No"|"0 - 50179.62"
"15703205"|"Uwaezuoke"|"656,00"|"Femenino"|"41-50"|"5"|"113402,14"|"Sí"|"Sí"|"138849.06"|"No"|"100359.24 - 150538.86"
"15567333"|"Archambault"|"712,00"|"Femenino"|"31-40"|"7"|",00"|"Sí"|"No"|"170333.38"|"No"|"0 - 50179.62"
"15754537"|"Ko"|"748,00"|"Masculino"|"31-40"|"0"|",00"|"No"|"No"|"60416.76"|"No"|"0 - 50179.62"
